file,RMSD
mj00b_81.cif,61.01451756323363
mj00b_144.cif,61.033568745359595
mj00b_442.cif,61.0835837004601
mj00b_179.cif,61.17724434993207
mj00b_167.cif,61.187600576801266
mj00b_342.cif,61.20827475682989
mj00b_391.cif,61.24031875957047
mj00b_264.cif,61.27927265752061
mj00b_564.cif,61.30291813702134
mj00b_487.cif,61.5560226330806
mj00b_79.cif,61.5869863611672
mj00b_94.cif,61.6536400790967
mj00b_53.cif,61.75757193170733
mj00b_249.cif,61.81337661882691
mj00b_162.cif,61.829105739013215
mj00b_149.cif,61.94470681749089
mj00b_323.cif,61.97785116046728
mj00b_208.cif,61.991171364807045
mj00b_413.cif,62.05129341601229
mj00b_420.cif,62.118305523612094
mj00b_432.cif,62.28929588056899
mj00b_108.cif,62.328273662577395
mj00b_558.cif,62.431715629125854
mj00b_426.cif,62.49525425355722
mj00b_241.cif,62.60923638744985
mj00b_158.cif,62.63340733434243
mj00b_10.cif,62.694635886055096
mj00b_443.cif,62.72854074118028
mj00b_437.cif,62.785738457883696
mj00b_569.cif,62.82122562450172
mj00b_260.cif,62.8387516771768
mj00b_14.cif,62.89242410140835
mj00b_57.cif,62.9995861204937
mj00b_335.cif,63.0330325278001
mj00b_398.cif,63.37972353027765
mj00b_95.cif,63.674562381854415
mj00b_25.cif,63.699563426999376
mj00b_337.cif,63.76331182201963
mj00b_454.cif,63.930112928276046
mj00b_173.cif,63.951096775033974
mj00b_333.cif,63.95267660593407
mj00b_223.cif,64.18382130775407
mj00b_350.cif,64.24301952658826
mj00b_373.cif,64.43638808786922
mj00b_32.cif,64.60595298073699
mj00b_68.cif,64.6627055996534
mj00b_221.cif,64.8329242229224
mj00b_140.cif,64.9516031492656
mj00b_436.cif,64.97652810408337
mj00b_181.cif,65.02003028444051
mj00b_358.cif,65.06177310587717
mj00b_523.cif,65.20210008324547
mj00b_103.cif,65.4750392845369
mj00b_485.cif,66.0000085004914
mj00b_371.cif,66.02767770374143
mj00b_501.cif,66.22163881926302
mj00b_430.cif,66.90918809040687
mj00b_133.cif,67.23762851262981
mj00b_352.cif,67.31874511977138
mj00b_462.cif,67.32830262896476
mj00b_302.cif,67.39193283072137
mj00b_54.cif,67.42849573287131
mj00b_514.cif,67.42890691632972
mj00b_522.cif,67.53277926884377
mj00b_313.cif,67.55886627205935
mj00b_555.cif,67.56841084966311
mj00b_6.cif,67.84610612739624
mj00b_562.cif,67.97988594921132
mj00b_21.cif,68.07599826212035
mj00b_148.cif,68.30921233148617
mj00b_338.cif,68.33236660533947
mj00b_283.cif,68.38060688806053
mj00b_406.cif,68.38704706957841
mj00b_229.cif,68.79420365568916
mj00b_15.cif,68.82076575126793
mj00b_56.cif,69.22484357834372
mj00b_502.cif,69.69922249812797
mj00b_217.cif,69.71595743466783
mj00b_548.cif,70.45207859692668
mj00b_163.cif,70.78490338579395
mj00b_311.cif,71.45099617655907
mj00b_541.cif,71.5243938993637
mj00b_363.cif,71.61520403471201
mj00b_80.cif,71.87495630996148
mj00b_365.cif,71.89103108677216
mj00b_188.cif,74.0965185963054
mj00b_97.cif,74.12550612137173
mj00b_78.cif,74.94426243331768
mj00b_160.cif,75.26746755388352
mj00b_479.cif,75.61341631249906
mj00b_299.cif,76.16503595301637
mj00b_491.cif,76.45026936874113
mj00b_116.cif,76.55751845680913
mj00b_367.cif,76.70206603039676
mj00b_193.cif,77.18397243030539
mj00b_161.cif,77.55512662331873
mj00b_415.cif,77.7538506647503
mj00b_166.cif,78.40352606281243
mj00b_5.cif,78.42358150499275
mj00b_544.cif,78.5002424831693
mj00b_228.cif,78.84403476993342
mj00b_458.cif,78.92940852774908
mj00b_195.cif,79.7704476158111
mj00b_257.cif,79.88225289744186
mj00b_421.cif,80.01334072826725
mj00b_227.cif,80.15427516326653
mj00b_147.cif,80.55415570029513
mj00b_125.cif,81.342888079282
mj00b_550.cif,81.71441013616484
mj00b_61.cif,82.768698996371
mj00b_423.cif,82.77151969249095
mj00b_297.cif,82.78837859175769
mj00b_120.cif,83.18366958925913
mj00b_251.cif,83.58783801164965
mj00b_291.cif,83.92151562414763
mj00b_124.cif,83.95476561712627
mj00b_384.cif,84.26325210188585
mj00b_146.cif,84.44629899211124
mj00b_134.cif,84.57294085180084
mj00b_65.cif,85.1610407574654
mj00b_31.cif,85.32749049848604
mj00b_445.cif,85.56879891424235
mj00b_20.cif,85.8041913516971
mj00b_17.cif,86.03933028226919
mj00b_222.cif,86.09388371102204
mj00b_186.cif,86.6704430073479
mj00b_330.cif,86.73379717479841
mj00b_486.cif,86.73407843526562
mj00b_494.cif,86.98569857727969
mj00b_165.cif,87.07280828192275
mj00b_154.cif,87.1714645090945
mj00b_199.cif,87.2010425079323
mj00b_424.cif,87.36137376069115
mj00b_177.cif,89.04442473785707
mj00b_225.cif,89.28802826456891
mj00b_77.cif,89.58985514748892
mj00b_289.cif,89.90268954971106
mj00b_82.cif,89.9790510433739
mj00b_551.cif,90.01942044591019
mj00b_498.cif,90.03779377915512
mj00b_127.cif,90.13586888032768
mj00b_347.cif,90.15532170796568
mj00b_386.cif,90.53780802581565
mj00b_349.cif,90.60050643771378
mj00b_16.cif,90.71298469921513
mj00b_121.cif,90.80684785294831
mj00b_105.cif,91.07889792285691
mj00b_307.cif,91.309141733035
mj00b_345.cif,91.53989617193956
mj00b_171.cif,92.0584310568437
mj00b_285.cif,92.30151371938871
mj00b_259.cif,92.32756795704105
mj00b_428.cif,92.38219200195208
mj00b_503.cif,92.39948126208506
mj00b_381.cif,93.11135572498077
mj00b_205.cif,93.27015327292145
mj00b_110.cif,93.33969953022851
mj00b_155.cif,93.42710811013586
mj00b_101.cif,93.51496655649267
mj00b_76.cif,93.54257010547654
mj00b_51.cif,93.57047103780206
mj00b_233.cif,93.59687426962105
mj00b_490.cif,93.72482476536803
mj00b_90.cif,93.89097232109337
mj00b_237.cif,94.01165164496894
mj00b_35.cif,94.09133650863075
mj00b_87.cif,94.26826783295085
mj00b_456.cif,94.27622080973686
mj00b_393.cif,94.35743113714682
mj00b_150.cif,94.3834153788144
mj00b_461.cif,94.54684774379297
mj00b_425.cif,94.65210830969914
mj00b_312.cif,94.74270270976294
mj00b_396.cif,94.91183910706684
mj00b_580.cif,94.94198379057468
mj00b_529.cif,95.11280267793774
mj00b_518.cif,95.26696146945586
mj00b_360.cif,96.36683067318367
mj00b_499.cif,96.63862567293859
mj00b_368.cif,96.74417968479253
mj00b_248.cif,96.85229911412736
mj00b_137.cif,96.9423202347424
mj00b_43.cif,97.12085393547792
mj00b_277.cif,97.32517188391333
mj00b_320.cif,97.32647993389735
mj00b_272.cif,97.3569468318615
mj00b_18.cif,97.5914142894281
mj00b_321.cif,97.64588927710781
mj00b_169.cif,97.7207211259526
mj00b_361.cif,97.72596681403887
mj00b_332.cif,97.99209504721621
mj00b_209.cif,98.17113247622468
mj00b_336.cif,98.20365568633636
mj00b_346.cif,98.2393308638884
mj00b_252.cif,98.27164715460006
mj00b_295.cif,98.27943702942592
mj00b_493.cif,98.29899788432218
mj00b_483.cif,98.47521410347395
mj00b_473.cif,98.63758667643384
mj00b_180.cif,98.70127957097287
mj00b_510.cif,98.84379069931816
mj00b_136.cif,98.92333915290753
mj00b_392.cif,99.09560092529406
mj00b_410.cif,99.24989453491376
mj00b_60.cif,99.613914027129
mj00b_22.cif,99.66908765161674
mj00b_328.cif,99.75637136946048
mj00b_559.cif,100.1284306652362
mj00b_73.cif,100.28780109701823
mj00b_542.cif,100.47971222077953
mj00b_66.cif,100.5987954643995
mj00b_88.cif,100.65127362880419
mj00b_183.cif,100.66343540175069
mj00b_235.cif,100.7805493128539
mj00b_253.cif,100.8850209192932
mj00b_113.cif,101.02980980664833
mj00b_505.cif,101.03478158973759
mj00b_416.cif,101.03567685492831
mj00b_270.cif,101.1104564571401
mj00b_566.cif,101.12434487785137
mj00b_261.cif,101.2481051826336
mj00b_184.cif,101.33951584728312
mj00b_234.cif,101.37257046718045
mj00b_111.cif,101.97784249231164
mj00b_141.cif,101.97961244686246
mj00b_39.cif,102.02244020918063
mj00b_414.cif,102.0460288205738
mj00b_29.cif,102.0681044611093
mj00b_527.cif,102.0948055958444
mj00b_194.cif,102.11766617211612
mj00b_407.cif,102.41309938303192
mj00b_42.cif,102.53251587986966
mj00b_395.cif,102.64044534960937
mj00b_202.cif,102.67189485136578
mj00b_469.cif,102.82125656999611
mj00b_265.cif,102.82271184207914
mj00b_168.cif,103.01763782726906
mj00b_48.cif,103.100382062947
mj00b_477.cif,103.26928940753828
mj00b_422.cif,103.37816130050359
mj00b_92.cif,103.55440205937018
mj00b_509.cif,103.66200948490541
mj00b_276.cif,103.87207691697007
mj00b_46.cif,103.92846947289581
mj00b_538.cif,104.0753888364406
mj00b_3.cif,104.10838568054668
mj00b_38.cif,104.15445675931677
mj00b_438.cif,104.1911063424194
mj00b_482.cif,104.20378191018409
mj00b_157.cif,104.25313938225364
mj00b_519.cif,104.34613995447314
mj00b_484.cif,104.41488873070774
mj00b_344.cif,104.45731062292705
mj00b_453.cif,104.96499528014249
mj00b_497.cif,105.26297793185745
mj00b_375.cif,105.3638646649049
mj00b_377.cif,105.41873419515412
mj00b_298.cif,105.6433252819055
mj00b_198.cif,105.82449099847224
mj00b_142.cif,106.02180689394304
mj00b_287.cif,106.22137456278705
mj00b_308.cif,106.2568776993946
mj00b_178.cif,106.8220534911257
mj00b_231.cif,106.87640563832436
mj00b_385.cif,106.97049066979775
mj00b_126.cif,107.0332653211387
mj00b_534.cif,107.31795358100089
mj00b_472.cif,107.43285300657726
mj00b_387.cif,107.44570169868012
mj00b_139.cif,107.48696675938922
mj00b_96.cif,107.55816951909159
mj00b_245.cif,107.56378739996777
mj00b_89.cif,107.62379596148004
mj00b_34.cif,107.67499288676481
mj00b_319.cif,107.80431654027039
mj00b_246.cif,107.8490558068882
mj00b_531.cif,107.86910452759898
mj00b_182.cif,107.88580978167762
mj00b_530.cif,108.05700266176643
mj00b_389.cif,108.06353664258347
mj00b_535.cif,108.18182492177536
mj00b_238.cif,108.33520952214428
mj00b_172.cif,108.45919077198985
mj00b_197.cif,108.60853454397439
mj00b_372.cif,108.66448596811627
mj00b_340.cif,108.73371123464675
mj00b_314.cif,108.80592993101027
mj00b_324.cif,108.82125556486906
mj00b_480.cif,108.8378384720788
mj00b_47.cif,108.89208645395547
mj00b_561.cif,108.96203036782434
mj00b_132.cif,108.9957957896897
mj00b_118.cif,109.01046881599069
mj00b_275.cif,109.14062613083638
mj00b_305.cif,109.21948048620388
mj00b_279.cif,109.26387516430707
mj00b_301.cif,109.41739772655654
mj00b_244.cif,109.52241498847556
mj00b_549.cif,109.60338321504025
mj00b_539.cif,109.67324826340942
mj00b_405.cif,109.73339859837276
mj00b_280.cif,109.8308759067588
mj00b_317.cif,109.89677939794714
mj00b_439.cif,109.91316477903945
mj00b_339.cif,109.95521622327041
mj00b_282.cif,110.0066351772788
mj00b_403.cif,110.03289765034751
mj00b_93.cif,110.06782160401366
mj00b_91.cif,110.16592967531003
mj00b_507.cif,110.30606152929643
mj00b_11.cif,110.83842200705799
mj00b_565.cif,110.86341915318272
mj00b_388.cif,110.97673881293926
mj00b_452.cif,110.99346497905572
mj00b_201.cif,111.04140415716024
mj00b_170.cif,111.06804431397283
mj00b_326.cif,111.33742215317446
mj00b_412.cif,111.47686702791813
mj00b_399.cif,111.55325547777488
mj00b_26.cif,111.77915533701488
mj00b_288.cif,111.78040954813694
mj00b_577.cif,112.08342617096676
mj00b_397.cif,112.13426667976931
mj00b_465.cif,112.4190196307496
mj00b_242.cif,112.4347916006326
mj00b_175.cif,112.44334694945994
mj00b_409.cif,113.19949216497696
mj00b_467.cif,113.38380354162376
mj00b_232.cif,113.8905939627858
mj00b_143.cif,113.95226428079033
mj00b_348.cif,113.95442261316906
mj00b_460.cif,114.25555057720298
mj00b_306.cif,114.60365553673395
mj00b_196.cif,114.60406986588589
mj00b_496.cif,114.7665078681865
mj00b_7.cif,114.77036155022026
mj00b_128.cif,114.82148997690092
mj00b_362.cif,114.85137164884975
mj00b_401.cif,114.88269179171643
mj00b_429.cif,114.98936402826052
mj00b_379.cif,115.27329273328215
mj00b_554.cif,115.41941542022366
mj00b_334.cif,115.45435103060028
mj00b_470.cif,115.58089840484325
mj00b_459.cif,115.81897529106158
mj00b_153.cif,115.94914305514251
mj00b_294.cif,116.01734947483605
mj00b_152.cif,116.43275597059112
mj00b_353.cif,116.67511908828271
mj00b_99.cif,116.76668055153434
mj00b_359.cif,116.80601411855748
mj00b_33.cif,116.8346960987678
mj00b_404.cif,117.00500891950034
mj00b_117.cif,117.09024087095443
mj00b_383.cif,117.13101958250334
mj00b_269.cif,117.14348324663901
mj00b_524.cif,117.18621606061525
mj00b_408.cif,117.3478828560939
mj00b_374.cif,117.40053270219632
mj00b_434.cif,117.42175653066877
mj00b_286.cif,117.50904451690869
mj00b_37.cif,117.87524096643432
mj00b_451.cif,117.90556551125506
mj00b_44.cif,118.07688826065447
mj00b_411.cif,118.26309114320281
mj00b_476.cif,118.29659370350569
mj00b_560.cif,118.4555358583143
mj00b_190.cif,118.56738034272709
mj00b_119.cif,118.61733038353685
mj00b_292.cif,118.64890522264565
mj00b_114.cif,118.65764241529605
mj00b_546.cif,118.73799140388925
mj00b_579.cif,119.01558092566901
mj00b_27.cif,119.02150152621735
mj00b_23.cif,119.0544642907306
mj00b_218.cif,119.06016015789277
mj00b_573.cif,119.15821722989492
mj00b_354.cif,119.16704572411766
mj00b_556.cif,119.27047482524898
mj00b_492.cif,119.46708581141247
mj00b_511.cif,119.5512969042797
mj00b_316.cif,119.60614871937898
mj00b_262.cif,119.82025525404391
mj00b_74.cif,119.96064245447303
mj00b_156.cif,120.0165804129648
mj00b_100.cif,120.11819768057072
mj00b_567.cif,120.34299292702119
mj00b_281.cif,120.55578708501704
mj00b_357.cif,120.8655349584176
mj00b_380.cif,120.87207014601796
mj00b_187.cif,120.91344680314364
mj00b_258.cif,121.18799521906266
mj00b_304.cif,121.21028648409884
mj00b_145.cif,121.22424916405345
mj00b_471.cif,122.29942155038316
mj00b_341.cif,122.38145807766062
mj00b_449.cif,122.4269680153395
mj00b_58.cif,122.43095489808454
mj00b_327.cif,122.57568866775257
mj00b_382.cif,122.81495874849958
mj00b_71.cif,123.26717428953178
mj00b_290.cif,123.52943841862405
mj00b_104.cif,123.62418429794684
mj00b_266.cif,123.93717489552316
mj00b_45.cif,124.18484170952672
mj00b_106.cif,124.24469124094077
mj00b_213.cif,124.24677544780636
mj00b_468.cif,124.4733567061457
mj00b_488.cif,124.57293065103877
mj00b_226.cif,125.11403611003232
mj00b_578.cif,125.35172384112893
mj00b_254.cif,125.47890650604039
mj00b_240.cif,126.87188787724911
mj00b_174.cif,127.10102240640606
mj00b_230.cif,128.47816764676878
mj00b_464.cif,129.52799660024533
mj00b_112.cif,130.29874774841906
mj00b_203.cif,132.87612923772593
mj00b_102.cif,134.68168885931686
mj00b_250.cif,137.9193746055111
